#,id,amount_requested,purpose,term_months,monthly_income,existing_loans,risk_score,ai_decision,ml_scoring_output,status,notes,submitted_at,reviewed_at,updated_at,credit_score_records,user_id
76,76,645009.00,business,60,88160.66,0,,reject,,rejected,,2025-05-02 05:11:53.088153,,2025-05-02 05:11:53.088178,,236
77,77,637466.00,home,12,78010.24,1,,reject,,rejected,,2025-05-02 05:11:53.322858,,2025-05-02 05:11:53.322884,,171
78,78,430454.00,medical,12,91738.40,0,,reject,,rejected,,2025-05-02 05:11:53.536989,,2025-05-02 05:11:53.537015,,148
79,79,978552.00,home,24,27700.93,0,,reject,,rejected,,2025-05-02 05:11:53.741183,,2025-05-02 05:11:53.741218,,159
80,80,265194.00,home,24,84558.85,1,,reject,,rejected,,2025-05-02 05:11:53.914591,,2025-05-02 05:11:53.914628,,226
81,81,906020.00,business,12,87738.61,0,,reject,,rejected,,2025-05-02 05:11:54.138902,,2025-05-02 05:11:54.138939,,211
82,82,342692.00,business,48,123552.37,0,,reject,,rejected,,2025-05-02 05:11:54.302136,,2025-05-02 05:11:54.302171,,275
83,83,954109.00,home,24,107587.92,1,,reject,,rejected,,2025-05-02 05:11:54.689948,,2025-05-02 05:11:54.689979,,61
84,84,391638.00,home,24,113796.89,0,,reject,,rejected,,2025-05-02 05:11:54.924493,,2025-05-02 05:11:54.924522,,197
85,85,72358.00,business,24,117505.87,0,,reject,,rejected,,2025-05-02 05:11:55.160375,,2025-05-02 05:11:55.160412,,95
86,86,74801.00,home,60,72709.82,0,,approve,,approved,,2025-05-02 05:11:55.323675,,2025-05-02 05:11:55.323711,,28
87,87,533376.00,home,24,121028.44,1,,reject,,rejected,,2025-05-02 05:11:55.537753,,2025-05-02 05:11:55.537780,,156
88,88,807767.00,medical,36,100354.65,0,,reject,,rejected,,2025-05-02 05:11:55.711138,,2025-05-02 05:11:55.711165,,109
89,89,256677.00,medical,36,109398.24,1,,reject,,rejected,,2025-05-02 05:11:55.956031,,2025-05-02 05:11:55.956067,,24
90,90,436171.00,home,60,108524.13,1,,reject,,rejected,,2025-05-02 05:11:56.129533,,2025-05-02 05:11:56.129568,,282
91,91,60804.00,education,12,87488.50,1,,reject,,rejected,,2025-05-02 05:11:56.343692,,2025-05-02 05:11:56.343740,,167
92,92,543212.00,home,48,87696.59,1,,reject,,rejected,,2025-05-02 05:11:56.517102,,2025-05-02 05:11:56.517138,,246
93,93,142995.00,business,36,98318.20,0,,reject,,rejected,,2025-05-02 05:11:56.843502,,2025-05-02 05:11:56.843528,,163
94,94,499191.00,personal,48,123558.48,0,,reject,,rejected,,2025-05-02 05:11:57.016997,,2025-05-02 05:11:57.017033,,241
95,95,858601.00,home,24,30205.28,1,,reject,,rejected,,2025-05-02 05:11:57.220889,,2025-05-02 05:11:57.220915,,68
96,96,313994.00,education,24,114242.96,1,,reject,,rejected,,2025-05-02 05:11:57.445285,,2025-05-02 05:11:57.445311,,234
97,97,357976.00,business,60,55151.13,1,,approve,,approved,,2025-05-02 05:11:57.710550,,2025-05-02 05:11:57.710575,,286
98,98,60998.00,business,60,63543.85,1,,reject,,rejected,,2025-05-02 05:11:57.934952,,2025-05-02 05:11:57.934993,,40
99,99,856703.00,personal,48,91832.49,0,,reject,,rejected,,2025-05-02 05:11:58.138832,,2025-05-02 05:11:58.138859,,69
100,100,780148.00,business,48,47968.63,0,,reject,,rejected,,2025-05-02 05:11:58.353304,,2025-05-02 05:11:58.353342,,175
101,101,611143.00,medical,48,23978.69,0,,reject,,rejected,,2025-05-02 05:11:58.526586,,2025-05-02 05:11:58.526624,,294
102,102,71870.00,home,12,114242.96,1,,reject,,rejected,,2025-05-02 05:11:58.740653,,2025-05-02 05:11:58.740679,,234
103,103,598213.00,personal,24,99072.43,1,,reject,,rejected,,2025-05-02 05:11:58.956301,,2025-05-02 05:11:58.956339,,204
104,104,86550.00,personal,12,71287.88,0,,reject,,rejected,,2025-05-02 05:11:59.191135,,2025-05-02 05:11:59.191173,,137
105,105,829231.00,business,24,49852.46,1,,reject,,rejected,,2025-05-02 05:11:59.415501,,2025-05-02 05:11:59.415539,,115
106,106,388737.00,medical,24,107403.13,1,,approve,,approved,,2025-05-02 05:11:59.629764,,2025-05-02 05:11:59.629803,,104
107,107,840963.00,home,36,43542.97,1,,reject,,rejected,,2025-05-02 05:11:59.996689,,2025-05-02 05:11:59.996741,,86
108,108,557780.00,education,60,12637.01,1,,reject,,rejected,,2025-05-02 05:12:00.231292,,2025-05-02 05:12:00.231327,,160
109,109,550052.00,business,24,60724.14,0,,approve,,approved,,2025-05-02 05:12:00.445475,,2025-05-02 05:12:00.445511,,183
110,110,975671.00,home,48,87488.50,1,,reject,,rejected,,2025-05-02 05:12:00.618920,,2025-05-02 05:12:00.618957,,167
111,111,687940.00,home,24,79517.03,1,,reject,,rejected,,2025-05-02 05:12:00.843151,,2025-05-02 05:12:00.843175,,89
112,112,450534.00,personal,48,71523.38,0,,reject,,rejected,,2025-05-02 05:12:01.026768,,2025-05-02 05:12:01.026794,,36
113,113,448604.00,education,24,100354.65,0,,reject,,rejected,,2025-05-02 05:12:01.230760,,2025-05-02 05:12:01.230785,,109
114,114,874547.00,home,36,68319.57,1,,reject,,rejected,,2025-05-02 05:12:01.434951,,2025-05-02 05:12:01.434976,,121
115,115,389193.00,home,60,117505.87,0,,reject,,rejected,,2025-05-02 05:12:01.649169,,2025-05-02 05:12:01.649195,,95
116,116,753732.00,business,36,27700.93,0,,reject,,rejected,,2025-05-02 05:12:01.822490,,2025-05-02 05:12:01.822515,,159
117,117,258099.00,medical,36,106717.32,1,,reject,,rejected,,2025-05-02 05:12:02.026638,,2025-05-02 05:12:02.026676,,213
118,118,235042.00,personal,12,71287.88,1,,reject,,rejected,,2025-05-02 05:12:02.261479,,2025-05-02 05:12:02.261518,,137
119,119,555251.00,education,48,123300.28,1,,reject,,rejected,,2025-05-02 05:12:02.424675,,2025-05-02 05:12:02.424713,,138
120,120,57666.00,medical,36,59247.85,1,,reject,,rejected,,2025-05-02 05:12:02.619749,,2025-05-02 05:12:02.619788,,191
121,121,714165.00,home,24,21644.35,1,,reject,,rejected,,2025-05-02 05:12:02.823970,,2025-05-02 05:12:02.824010,,300
122,122,308699.00,medical,12,15154.57,0,,reject,,rejected,,2025-05-02 05:12:03.027910,,2025-05-02 05:12:03.027949,,125
123,123,485167.00,personal,60,84558.85,0,,reject,,rejected,,2025-05-02 05:12:03.211353,,2025-05-02 05:12:03.211378,,226
124,124,838635.00,business,12,100354.65,0,,reject,,rejected,,2025-05-02 05:12:03.394993,,2025-05-02 05:12:03.395019,,109
125,125,191626.00,medical,24,106244.23,0,,reject,,rejected,,2025-05-02 05:12:03.650309,,2025-05-02 05:12:03.650348,,283
126,126,583459.00,business,36,67636.37,1,,reject,,rejected,,2025-05-02 05:12:03.823689,,2025-05-02 05:12:03.823727,,139
127,127,272058.00,education,60,90999.63,1,,reject,,rejected,,2025-05-02 05:12:04.027722,,2025-05-02 05:12:04.027769,,105
128,128,402665.00,personal,36,107500.98,0,,reject,,rejected,,2025-05-02 05:12:04.252178,,2025-05-02 05:12:04.252205,,269
129,129,503776.00,personal,60,100354.65,0,,reject,,rejected,,2025-05-02 05:12:04.415382,,2025-05-02 05:12:04.415409,,109
130,130,531669.00,business,60,20817.00,1,,reject,,rejected,,2025-05-02 05:12:04.864928,,2025-05-02 05:12:04.864967,,88
131,131,205743.00,education,12,80662.26,0,,reject,,rejected,,2025-05-02 05:12:05.159201,,2025-05-02 05:12:05.159247,,60
132,132,331534.00,education,48,62015.28,0,,reject,,rejected,,2025-05-02 05:12:05.455376,,2025-05-02 05:12:05.455408,,1
133,133,154253.00,business,36,120090.45,0,,reject,,rejected,,2025-05-02 05:12:05.638840,,2025-05-02 05:12:05.638866,,53
134,134,745558.00,medical,48,97487.74,1,,approve,,approved,,2025-05-02 05:12:05.842790,,2025-05-02 05:12:05.842819,,238
135,135,312361.00,medical,36,30404.88,1,,approve,,approved,,2025-05-02 05:12:06.057013,,2025-05-02 05:12:06.057048,,78
136,136,538602.00,home,48,109398.24,0,,reject,,rejected,,2025-05-02 05:12:06.301868,,2025-05-02 05:12:06.301898,,24
137,137,844081.00,education,36,103368.55,0,,reject,,rejected,,2025-05-02 05:12:06.517236,,2025-05-02 05:12:06.517261,,244
138,138,602744.00,home,24,113796.89,1,,reject,,rejected,,2025-05-02 05:12:06.766310,,2025-05-02 05:12:06.766351,,197
139,139,194229.00,business,36,56715.52,0,,approve,,approved,,2025-05-02 05:12:06.988394,,2025-05-02 05:12:06.988420,,158
140,140,739106.00,medical,60,110560.56,0,,reject,,rejected,,2025-05-02 05:12:07.306528,,2025-05-02 05:12:07.306554,,110
141,141,638024.00,home,12,40385.41,1,,reject,,rejected,,2025-05-02 05:12:07.526919,,2025-05-02 05:12:07.526944,,260
142,142,587202.00,personal,36,99072.43,1,,reject,,rejected,,2025-05-02 05:12:07.751505,,2025-05-02 05:12:07.751530,,204
143,143,255005.00,business,24,51952.11,1,,reject,,rejected,,2025-05-02 05:12:07.955456,,2025-05-02 05:12:07.955481,,230
144,144,846487.00,education,12,59177.06,0,,reject,,rejected,,2025-05-02 05:12:08.332634,,2025-05-02 05:12:08.332661,,143
145,145,308201.00,home,24,42169.42,0,,approve,,approved,,2025-05-02 05:12:08.587770,,2025-05-02 05:12:08.587800,,133
146,146,532283.00,home,60,80662.26,1,,reject,,rejected,,2025-05-02 05:12:08.853149,,2025-05-02 05:12:08.853175,,60
147,147,532135.00,personal,36,121028.44,1,,reject,,rejected,,2025-05-02 05:12:09.098060,,2025-05-02 05:12:09.098096,,156
148,148,190442.00,home,60,42169.42,1,,reject,,rejected,,2025-05-02 05:12:09.363299,,2025-05-02 05:12:09.363329,,133
149,149,386088.00,personal,12,63543.85,1,,reject,,rejected,,2025-05-02 05:12:09.577545,,2025-05-02 05:12:09.577570,,40
150,150,823559.00,personal,36,17077.63,1,,reject,,rejected,,2025-05-02 05:12:09.751108,,2025-05-02 05:12:09.751150,,20
151,151,908368.00,business,48,63543.85,1,,reject,,rejected,,2025-05-02 05:12:09.954946,,2025-05-02 05:12:09.954972,,40
152,152,536735.00,education,48,81976.95,1,,reject,,rejected,,2025-05-02 05:12:10.313448,,2025-05-02 05:12:10.313474,,51
153,153,65749.00,home,48,51952.11,0,,approve,,approved,,2025-05-02 05:12:10.517582,,2025-05-02 05:12:10.517608,,230
154,154,798395.00,medical,48,88816.35,1,,reject,,rejected,,2025-05-02 05:12:10.762419,,2025-05-02 05:12:10.762445,,162
155,155,672706.00,business,60,91738.40,1,,reject,,rejected,,2025-05-02 05:12:10.946004,,2025-05-02 05:12:10.946030,,148
156,156,670275.00,home,60,117204.12,0,,approve,,approved,,2025-05-02 05:12:11.302941,,2025-05-02 05:12:11.302967,,267
157,157,459772.00,home,36,101608.21,0,,reject,,rejected,,2025-05-02 05:12:11.527256,,2025-05-02 05:12:11.527282,,66
158,158,99298.00,education,24,95034.40,1,,reject,,rejected,,2025-05-02 05:12:11.772081,,2025-05-02 05:12:11.772108,,154
159,159,805792.00,home,48,55220.63,0,,reject,,rejected,,2025-05-02 05:12:11.955670,,2025-05-02 05:12:11.955697,,199
160,160,976895.00,business,48,98318.20,1,,approve,,approved,,2025-05-02 05:12:12.282164,,2025-05-02 05:12:12.282208,,163
161,161,219993.00,personal,12,30404.88,0,,reject,,rejected,,2025-05-02 05:12:12.455389,,2025-05-02 05:12:12.455417,,78
162,162,543447.00,medical,12,107109.52,1,,reject,,rejected,,2025-05-02 05:12:12.669562,,2025-05-02 05:12:12.669589,,252
163,163,719491.00,personal,24,80211.12,0,,reject,,rejected,,2025-05-02 05:12:12.883963,,2025-05-02 05:12:12.883999,,239
164,164,394995.00,education,24,90005.01,1,,approve,,approved,,2025-05-02 05:12:13.057266,,2025-05-02 05:12:13.057293,,84
165,165,888069.00,business,60,71287.88,1,,reject,,rejected,,2025-05-02 05:12:13.342886,,2025-05-02 05:12:13.342923,,137
166,166,346813.00,medical,36,123646.31,0,,approve,,approved,,2025-05-02 05:12:13.638587,,2025-05-02 05:12:13.638613,,3
167,167,759628.00,personal,12,54975.11,0,,reject,,rejected,,2025-05-02 05:12:13.864460,,2025-05-02 05:12:13.864496,,131
168,168,438602.00,business,36,17077.63,0,,reject,,rejected,,2025-05-02 05:12:14.098960,,2025-05-02 05:12:14.098987,,20
169,169,871456.00,medical,24,113796.89,1,,reject,,rejected,,2025-05-02 05:12:14.343665,,2025-05-02 05:12:14.343691,,197
170,170,429600.00,home,48,88816.35,1,,reject,,rejected,,2025-05-02 05:12:14.517167,,2025-05-02 05:12:14.517194,,162
171,171,329809.00,education,12,103368.55,0,,reject,,rejected,,2025-05-02 05:12:14.731397,,2025-05-02 05:12:14.731423,,244
172,172,715020.00,personal,12,43542.97,0,,reject,,rejected,,2025-05-02 05:12:14.935434,,2025-05-02 05:12:14.935461,,86
173,173,154163.00,business,48,72494.35,1,,reject,,rejected,,2025-05-02 05:12:15.332980,,2025-05-02 05:12:15.333007,,98
174,174,766538.00,medical,36,72494.35,0,,reject,,rejected,,2025-05-02 05:12:15.557555,,2025-05-02 05:12:15.557582,,98
175,175,305980.00,education,24,109398.24,0,,reject,,rejected,,2025-05-02 05:12:15.771713,,2025-05-02 05:12:15.771752,,24
176,176,455478.00,medical,48,121028.44,1,,reject,,rejected,,2025-05-02 05:12:15.955355,,2025-05-02 05:12:15.955382,,156
177,177,901586.00,home,48,106717.32,1,,reject,,rejected,,2025-05-02 05:12:16.281748,,2025-05-02 05:12:16.281784,,213
178,178,311214.00,medical,48,114260.46,0,,reject,,rejected,,2025-05-02 05:12:16.485700,,2025-05-02 05:12:16.485725,,135
179,179,945922.00,medical,60,90005.01,0,,reject,,rejected,,2025-05-02 05:12:16.659155,,2025-05-02 05:12:16.659185,,84
180,180,952733.00,personal,48,87696.59,1,,reject,,rejected,,2025-05-02 05:12:16.842764,,2025-05-02 05:12:16.842794,,246
181,181,88742.00,personal,60,14489.53,0,,reject,,rejected,,2025-05-02 05:12:17.108140,,2025-05-02 05:12:17.108178,,128
182,182,876817.00,business,60,68063.06,0,,reject,,rejected,,2025-05-02 05:12:17.373276,,2025-05-02 05:12:17.373312,,172
183,183,670130.00,business,24,30205.28,1,,reject,,rejected,,2025-05-02 05:12:17.558082,,2025-05-02 05:12:17.558108,,68
184,184,978687.00,education,24,114242.96,0,,approve,,approved,,2025-05-02 05:12:17.772278,,2025-05-02 05:12:17.772304,,234
185,185,394777.00,medical,12,100354.65,1,,reject,,rejected,,2025-05-02 05:12:17.976478,,2025-05-02 05:12:17.976505,,109
186,186,201811.00,home,60,43655.19,1,,reject,,rejected,,2025-05-02 05:12:18.313219,,2025-05-02 05:12:18.313256,,254
187,187,191346.00,personal,60,100354.65,0,,reject,,rejected,,2025-05-02 05:12:18.527161,,2025-05-02 05:12:18.527187,,109
188,188,109772.00,home,36,101608.21,1,,reject,,rejected,,2025-05-02 05:12:18.802725,,2025-05-02 05:12:18.802758,,66
189,189,743438.00,personal,60,115718.43,0,,reject,,rejected,,2025-05-02 05:12:18.965968,,2025-05-02 05:12:18.965995,,218
190,190,236251.00,medical,36,46544.05,0,,reject,,rejected,,2025-05-02 05:12:19.271851,,2025-05-02 05:12:19.271877,,45
191,191,196471.00,education,36,90999.63,1,,approve,,approved,,2025-05-02 05:12:19.486078,,2025-05-02 05:12:19.486105,,105
192,192,871760.00,home,36,30205.28,1,,reject,,rejected,,2025-05-02 05:12:19.659567,,2025-05-02 05:12:19.659594,,68
193,193,451302.00,business,60,30252.34,0,,reject,,rejected,,2025-05-02 05:12:19.843141,,2025-05-02 05:12:19.843175,,216
194,194,301048.00,personal,24,80244.20,1,,reject,,rejected,,2025-05-02 05:12:20.047195,,2025-05-02 05:12:20.047228,,224
195,195,184598.00,education,48,92832.12,1,,reject,,rejected,,2025-05-02 05:12:20.393873,,2025-05-02 05:12:20.393900,,296
196,196,111348.00,home,12,46428.78,0,,reject,,rejected,,2025-05-02 05:12:20.567327,,2025-05-02 05:12:20.567357,,243
197,197,905546.00,medical,60,94843.87,0,,reject,,rejected,,2025-05-02 05:12:20.784807,,2025-05-02 05:12:20.784850,,212
198,198,442295.00,personal,36,46544.05,0,,reject,,rejected,,2025-05-02 05:12:20.985753,,2025-05-02 05:12:20.985791,,45
199,199,772602.00,home,60,65536.73,0,,reject,,rejected,,2025-05-02 05:12:21.293694,,2025-05-02 05:12:21.293754,,268
200,200,639837.00,home,24,97487.74,1,,reject,,rejected,,2025-05-02 05:12:21.498445,,2025-05-02 05:12:21.498484,,238
201,201,636626.00,home,60,114260.46,1,,reject,,rejected,,2025-05-02 05:12:22.087697,,2025-05-02 05:12:22.087758,,135
202,202,334418.00,personal,12,107109.52,1,,reject,,rejected,,2025-05-02 05:12:22.362989,,2025-05-02 05:12:22.363018,,252
203,203,929834.00,home,60,80662.26,1,,reject,,rejected,,2025-05-02 05:12:22.566916,,2025-05-02 05:12:22.566944,,60
204,204,861164.00,education,48,20061.26,0,,reject,,rejected,,2025-05-02 05:12:22.750509,,2025-05-02 05:12:22.750535,,190
205,205,515010.00,home,36,36270.17,1,,reject,,rejected,,2025-05-02 05:12:22.964778,,2025-05-02 05:12:22.964805,,87
206,206,173022.00,medical,36,71287.88,0,,reject,,rejected,,2025-05-02 05:12:23.281060,,2025-05-02 05:12:23.281102,,137
207,207,666576.00,business,60,23658.89,1,,reject,,rejected,,2025-05-02 05:12:23.495191,,2025-05-02 05:12:23.495228,,72
208,208,464347.00,education,36,34467.55,1,,approve,,approved,,2025-05-02 05:12:23.668611,,2025-05-02 05:12:23.668650,,298
